
@RELATION word_distance


@ATTRIBUTE f1 NUMERIC
@ATTRIBUTE f2 NUMERIC
@ATTRIBUTE f3 NUMERIC
@ATTRIBUTE f4 NUMERIC
@ATTRIBUTE f5 NUMERIC
@ATTRIBUTE f6 NUMERIC
@ATTRIBUTE f7 NUMERIC
@ATTRIBUTE f8 NUMERIC
@ATTRIBUTE f9 NUMERIC
@ATTRIBUTE f10 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f12 NUMERIC
@ATTRIBUTE f13 NUMERIC
@ATTRIBUTE f14 NUMERIC
@ATTRIBUTE f15 NUMERIC
@ATTRIBUTE f16 NUMERIC
@ATTRIBUTE f17 NUMERIC
@ATTRIBUTE f18 NUMERIC
@ATTRIBUTE f19 NUMERIC
@ATTRIBUTE f20 NUMERIC
@ATTRIBUTE f21 NUMERIC
@ATTRIBUTE f22 NUMERIC
@ATTRIBUTE f23 NUMERIC
@ATTRIBUTE f24 NUMERIC
@ATTRIBUTE f25 NUMERIC
@ATTRIBUTE f26 NUMERIC
@ATTRIBUTE f27 NUMERIC
@ATTRIBUTE f28 NUMERIC
@ATTRIBUTE f29 NUMERIC
@ATTRIBUTE f30 NUMERIC
@ATTRIBUTE f31 NUMERIC
@ATTRIBUTE f32 NUMERIC
@ATTRIBUTE f33 NUMERIC
@ATTRIBUTE f34 NUMERIC
@ATTRIBUTE f35 NUMERIC
@ATTRIBUTE f36 NUMERIC
@ATTRIBUTE f37 NUMERIC
@ATTRIBUTE f38 NUMERIC
@ATTRIBUTE f39 NUMERIC
@ATTRIBUTE f40 NUMERIC
@ATTRIBUTE f41 NUMERIC
@ATTRIBUTE f42 NUMERIC
@ATTRIBUTE f43 NUMERIC
@ATTRIBUTE f44 NUMERIC
@ATTRIBUTE f45 NUMERIC
@ATTRIBUTE f46 NUMERIC
@ATTRIBUTE f47 NUMERIC
@ATTRIBUTE f48 NUMERIC
@ATTRIBUTE f49 NUMERIC
@ATTRIBUTE f50 NUMERIC
@ATTRIBUTE f51 NUMERIC
@ATTRIBUTE f52 NUMERIC
@ATTRIBUTE f53 NUMERIC
@ATTRIBUTE f54 NUMERIC
@ATTRIBUTE f55 NUMERIC
@ATTRIBUTE f56 NUMERIC
@ATTRIBUTE f57 NUMERIC
@ATTRIBUTE f58 NUMERIC
@ATTRIBUTE f59 NUMERIC
@ATTRIBUTE f60 NUMERIC
@ATTRIBUTE f61 NUMERIC
@ATTRIBUTE f62 NUMERIC
@ATTRIBUTE f63 NUMERIC
@ATTRIBUTE f64 NUMERIC
@ATTRIBUTE f65 NUMERIC
@ATTRIBUTE f66 NUMERIC
@ATTRIBUTE f67 NUMERIC
@ATTRIBUTE f68 NUMERIC
@ATTRIBUTE f69 NUMERIC
@ATTRIBUTE f70 NUMERIC
@ATTRIBUTE f71 NUMERIC
@ATTRIBUTE f72 NUMERIC
@ATTRIBUTE f73 NUMERIC
@ATTRIBUTE f74 NUMERIC
@ATTRIBUTE f75 NUMERIC
@ATTRIBUTE f76 NUMERIC
@ATTRIBUTE f77 NUMERIC
@ATTRIBUTE f78 NUMERIC
@ATTRIBUTE f79 NUMERIC
@ATTRIBUTE f80 NUMERIC
@ATTRIBUTE f81 NUMERIC
@ATTRIBUTE f82 NUMERIC
@ATTRIBUTE f83 NUMERIC
@ATTRIBUTE f84 NUMERIC
@ATTRIBUTE f85 NUMERIC
@ATTRIBUTE f86 NUMERIC
@ATTRIBUTE f87 NUMERIC
@ATTRIBUTE f88 NUMERIC
@ATTRIBUTE f89 NUMERIC
@ATTRIBUTE f90 NUMERIC
@ATTRIBUTE f91 NUMERIC
@ATTRIBUTE f92 NUMERIC
@ATTRIBUTE f93 NUMERIC
@ATTRIBUTE f94 NUMERIC
@ATTRIBUTE f95 NUMERIC
@ATTRIBUTE f96 NUMERIC
@ATTRIBUTE f97 NUMERIC
@ATTRIBUTE f98 NUMERIC
@ATTRIBUTE f99 NUMERIC
@ATTRIBUTE f100 NUMERIC
@ATTRIBUTE f101 NUMERIC
@ATTRIBUTE f102 NUMERIC
@ATTRIBUTE f103 NUMERIC
@ATTRIBUTE f104 NUMERIC
@ATTRIBUTE f105 NUMERIC
@ATTRIBUTE f106 NUMERIC
@ATTRIBUTE f107 NUMERIC
@ATTRIBUTE f108 NUMERIC
@ATTRIBUTE f109 NUMERIC
@ATTRIBUTE f110 NUMERIC
@ATTRIBUTE f111 NUMERIC
@ATTRIBUTE f112 NUMERIC
@ATTRIBUTE f113 NUMERIC
@ATTRIBUTE f114 NUMERIC
@ATTRIBUTE f115 NUMERIC
@ATTRIBUTE f116 NUMERIC
@ATTRIBUTE f117 NUMERIC
@ATTRIBUTE f118 NUMERIC
@ATTRIBUTE f119 NUMERIC
@ATTRIBUTE f120 NUMERIC
@ATTRIBUTE f121 NUMERIC
@ATTRIBUTE f122 NUMERIC
@ATTRIBUTE f123 NUMERIC
@ATTRIBUTE f124 NUMERIC
@ATTRIBUTE f125 NUMERIC
@ATTRIBUTE f126 NUMERIC
@ATTRIBUTE f127 NUMERIC
@ATTRIBUTE f128 NUMERIC
@ATTRIBUTE f129 NUMERIC
@ATTRIBUTE f130 NUMERIC
@ATTRIBUTE f131 NUMERIC
@ATTRIBUTE f132 NUMERIC
@ATTRIBUTE f133 NUMERIC
@ATTRIBUTE f134 NUMERIC
@ATTRIBUTE f135 NUMERIC
@ATTRIBUTE f136 NUMERIC
@ATTRIBUTE f137 NUMERIC
@ATTRIBUTE f138 NUMERIC
@ATTRIBUTE f139 NUMERIC
@ATTRIBUTE f140 NUMERIC
@ATTRIBUTE f141 NUMERIC
@ATTRIBUTE f142 NUMERIC
@ATTRIBUTE f143 NUMERIC
@ATTRIBUTE f144 NUMERIC
@ATTRIBUTE f145 NUMERIC
@ATTRIBUTE f146 NUMERIC
@ATTRIBUTE f147 NUMERIC
@ATTRIBUTE f148 NUMERIC
@ATTRIBUTE f149 NUMERIC
@ATTRIBUTE f150 NUMERIC
@ATTRIBUTE f151 NUMERIC
@ATTRIBUTE f152 NUMERIC
@ATTRIBUTE f153 NUMERIC
@ATTRIBUTE f154 NUMERIC
@ATTRIBUTE f155 NUMERIC
@ATTRIBUTE f156 NUMERIC
@ATTRIBUTE f157 NUMERIC
@ATTRIBUTE f158 NUMERIC
@ATTRIBUTE f159 NUMERIC
@ATTRIBUTE f160 NUMERIC
@ATTRIBUTE f161 NUMERIC
@ATTRIBUTE f162 NUMERIC
@ATTRIBUTE f163 NUMERIC
@ATTRIBUTE f164 NUMERIC
@ATTRIBUTE f165 NUMERIC
@ATTRIBUTE f166 NUMERIC
@ATTRIBUTE f167 NUMERIC
@ATTRIBUTE f168 NUMERIC
@ATTRIBUTE f169 NUMERIC
@ATTRIBUTE f170 NUMERIC
@ATTRIBUTE f171 NUMERIC
@ATTRIBUTE f172 NUMERIC
@ATTRIBUTE f173 NUMERIC
@ATTRIBUTE f174 NUMERIC
@ATTRIBUTE f175 NUMERIC
@ATTRIBUTE f176 NUMERIC
@ATTRIBUTE f177 NUMERIC
@ATTRIBUTE f178 NUMERIC
@ATTRIBUTE f179 NUMERIC
@ATTRIBUTE f180 NUMERIC
@ATTRIBUTE f181 NUMERIC
@ATTRIBUTE f182 NUMERIC
@ATTRIBUTE f183 NUMERIC
@ATTRIBUTE f184 NUMERIC
@ATTRIBUTE f185 NUMERIC
@ATTRIBUTE f186 NUMERIC
@ATTRIBUTE f187 NUMERIC
@ATTRIBUTE f188 NUMERIC
@ATTRIBUTE f189 NUMERIC
@ATTRIBUTE f190 NUMERIC
@ATTRIBUTE f191 NUMERIC
@ATTRIBUTE f192 NUMERIC
@ATTRIBUTE f193 NUMERIC
@ATTRIBUTE f194 NUMERIC
@ATTRIBUTE f195 NUMERIC
@ATTRIBUTE f196 NUMERIC
@ATTRIBUTE f197 NUMERIC
@ATTRIBUTE f198 NUMERIC
@ATTRIBUTE f199 NUMERIC
@ATTRIBUTE f200 NUMERIC
@ATTRIBUTE f201 NUMERIC
@ATTRIBUTE f202 NUMERIC
@ATTRIBUTE f203 NUMERIC
@ATTRIBUTE f204 NUMERIC
@ATTRIBUTE f205 NUMERIC
@ATTRIBUTE f206 NUMERIC
@ATTRIBUTE f207 NUMERIC
@ATTRIBUTE f208 NUMERIC
@ATTRIBUTE f209 NUMERIC
@ATTRIBUTE f210 NUMERIC
@ATTRIBUTE f211 NUMERIC
@ATTRIBUTE f212 NUMERIC
@ATTRIBUTE f213 NUMERIC
@ATTRIBUTE f214 NUMERIC
@ATTRIBUTE f215 NUMERIC
@ATTRIBUTE f216 NUMERIC
@ATTRIBUTE f217 NUMERIC
@ATTRIBUTE f218 NUMERIC
@ATTRIBUTE f219 NUMERIC
@ATTRIBUTE f220 NUMERIC
@ATTRIBUTE f221 NUMERIC
@ATTRIBUTE f222 NUMERIC
@ATTRIBUTE f223 NUMERIC
@ATTRIBUTE f224 NUMERIC
@ATTRIBUTE f225 NUMERIC
@ATTRIBUTE f226 NUMERIC
@ATTRIBUTE f227 NUMERIC
@ATTRIBUTE f228 NUMERIC
@ATTRIBUTE f229 NUMERIC
@ATTRIBUTE f230 NUMERIC
@ATTRIBUTE f231 NUMERIC
@ATTRIBUTE f232 NUMERIC
@ATTRIBUTE f233 NUMERIC
@ATTRIBUTE f234 NUMERIC
@ATTRIBUTE f235 NUMERIC
@ATTRIBUTE f236 NUMERIC
@ATTRIBUTE f237 NUMERIC
@ATTRIBUTE f238 NUMERIC
@ATTRIBUTE f239 NUMERIC
@ATTRIBUTE f240 NUMERIC
@ATTRIBUTE f241 NUMERIC
@ATTRIBUTE f242 NUMERIC
@ATTRIBUTE f243 NUMERIC
@ATTRIBUTE f244 NUMERIC
@ATTRIBUTE f245 NUMERIC
@ATTRIBUTE f246 NUMERIC
@ATTRIBUTE f247 NUMERIC
@ATTRIBUTE f248 NUMERIC
@ATTRIBUTE f249 NUMERIC
@ATTRIBUTE f250 NUMERIC
@ATTRIBUTE f251 NUMERIC
@ATTRIBUTE f252 NUMERIC
@ATTRIBUTE f253 NUMERIC
@ATTRIBUTE f254 NUMERIC
@ATTRIBUTE f255 NUMERIC
@ATTRIBUTE f256 NUMERIC
@ATTRIBUTE f257 NUMERIC
@ATTRIBUTE f258 NUMERIC
@ATTRIBUTE f259 NUMERIC
@ATTRIBUTE f260 NUMERIC
@ATTRIBUTE f261 NUMERIC
@ATTRIBUTE f262 NUMERIC
@ATTRIBUTE f263 NUMERIC
@ATTRIBUTE f264 NUMERIC
@ATTRIBUTE f265 NUMERIC
@ATTRIBUTE f266 NUMERIC
@ATTRIBUTE f267 NUMERIC
@ATTRIBUTE f268 NUMERIC
@ATTRIBUTE f269 NUMERIC
@ATTRIBUTE f270 NUMERIC
@ATTRIBUTE f271 NUMERIC
@ATTRIBUTE f272 NUMERIC
@ATTRIBUTE f273 NUMERIC
@ATTRIBUTE f274 NUMERIC
@ATTRIBUTE f275 NUMERIC
@ATTRIBUTE f276 NUMERIC
@ATTRIBUTE f277 NUMERIC
@ATTRIBUTE f278 NUMERIC
@ATTRIBUTE f279 NUMERIC
@ATTRIBUTE f280 NUMERIC
@ATTRIBUTE f281 NUMERIC
@ATTRIBUTE f282 NUMERIC
@ATTRIBUTE f283 NUMERIC
@ATTRIBUTE f284 NUMERIC
@ATTRIBUTE f285 NUMERIC
@ATTRIBUTE f286 NUMERIC
@ATTRIBUTE f287 NUMERIC
@ATTRIBUTE f288 NUMERIC
@ATTRIBUTE f289 NUMERIC
@ATTRIBUTE f290 NUMERIC
@ATTRIBUTE f291 NUMERIC
@ATTRIBUTE f292 NUMERIC
@ATTRIBUTE f293 NUMERIC
@ATTRIBUTE f294 NUMERIC
@ATTRIBUTE f295 NUMERIC
@ATTRIBUTE f296 NUMERIC
@ATTRIBUTE f297 NUMERIC
@ATTRIBUTE f298 NUMERIC
@ATTRIBUTE f299 NUMERIC
@ATTRIBUTE f300 NUMERIC
@ATTRIBUTE class {G,S}

@DATA
-0.040262,0.067268,0.072178,0.047627,-0.023814,-0.011845,-0.004296,-0.093782,0.023077,-0.040999,-0.017308,-0.058429,0.109494,-0.052046,-0.033634,0.077088,-0.097219,0.132571,-0.068741,-0.027987,0.037562,-0.000357,0.047136,-0.072669,0.021604,-0.009636,-0.113422,-0.063830,-0.008470,0.026269,0.031424,-0.074633,-0.009881,0.088381,0.053519,-0.023936,-0.051555,-0.143373,0.052046,0.104584,-0.038298,-0.021850,0.043454,0.043945,0.059166,0.105566,-0.036580,0.082489,-0.005708,0.001266,0.029215,-0.016203,0.034616,0.023568,0.050819,0.010802,-0.081507,0.035843,-0.081507,0.030074,0.025655,-0.027987,0.034125,-0.018904,0.021850,-0.015958,-0.017185,-0.005616,0.031179,-0.040262,-0.075124,0.059902,0.012950,0.001519,0.023691,-0.089363,0.020622,0.027864,0.003007,0.015221,-0.038544,-0.054992,0.014239,-0.052783,0.005063,-0.015835,-0.112440,-0.015712,-0.005769,0.086908,0.040508,-0.054747,-0.048118,-0.109494,-0.039771,-0.050328,0.032161,-0.060148,0.093782,-0.010372,-0.010925,0.147301,-0.003989,0.016326,-0.076106,0.001143,-0.017799,-0.067268,0.027496,-0.016449,-0.009329,-0.051801,-0.067268,0.057447,0.083962,0.006843,-0.013687,-0.106057,0.036089,0.043699,-0.050082,0.007150,-0.091818,0.003729,0.009881,0.003713,-0.016449,-0.076597,-0.132571,-0.074142,0.016694,-0.016817,-0.005033,0.009329,0.000924,-0.052783,0.048609,0.039771,0.056220,0.065794,-0.043945,-0.066777,0.025164,0.099674,0.030810,0.081507,0.034861,0.006444,0.007795,0.007703,0.057693,0.013871,0.069232,-0.041981,0.005647,-0.103111,-0.065303,-0.083962,0.102620,-0.018044,-0.054747,0.026882,0.079543,-0.102620,0.073651,-0.058184,0.009329,-0.068250,0.121278,0.061866,-0.073160,0.088381,0.059411,-0.155157,0.054747,-0.112440,0.097219,-0.079052,-0.038544,-0.045663,-0.098692,-0.116368,-0.045909,-0.071196,0.031915,0.016817,-0.016940,0.033143,0.031179,0.153193,0.084453,-0.055483,-0.019272,-0.012889,-0.049100,0.022463,-0.026882,0.058429,-0.075615,-0.081998,-0.078070,0.023323,0.058184,-0.033388,-0.022709,0.011723,-0.040753,-0.012827,-0.038789,0.000848,0.079543,0.005002,-0.032406,0.079052,-0.015651,0.053519,-0.070705,0.118332,-0.056711,0.080525,0.000311,-0.074633,0.011600,-0.054992,0.027373,-0.071196,0.058429,0.018658,0.074142,-0.021113,-0.006997,-0.019517,0.013994,0.051310,0.037562,0.105075,-0.021236,-0.020868,-0.002961,-0.075124,-0.021604,-0.050819,-0.031056,0.047627,0.111949,-0.011600,0.024427,-0.078070,-0.011477,-0.020990,0.083962,-0.047382,0.072669,0.055974,0.021236,-0.083962,0.051555,0.084453,0.063339,-0.059657,-0.010741,-0.040508,0.122260,0.078070,0.082980,0.004296,-0.061621,0.043699,-0.059902,-0.014791,0.041981,-0.015589,0.070214,-0.025900,0.003851,-0.022341,-0.025041,-0.016203,-0.004787,-0.054747,-0.051801,-0.079052,0.097219,0.024427,0.007856,-0.040753,-0.058429,-0.010004,0.028846,0.030688,-0.073160,0.033879,-0.122751,-0.038789,0.023936,-0.037807,-0.075124,-0.022218,0.048855,0.033879,G
-0.016887,-0.022592,0.109992,0.081695,-0.068460,-0.034686,-0.047465,-0.036055,0.051116,-0.026699,-0.069372,-0.028068,0.081695,-0.036055,0.012095,-0.035827,-0.017799,0.063439,0.017571,-0.019625,-0.016658,0.024988,0.000172,-0.078044,-0.054768,0.066178,-0.079413,-0.030350,-0.078044,0.047009,0.054083,-0.102233,-0.046096,-0.011980,0.057506,-0.016544,-0.073936,-0.074849,0.013749,0.038109,0.032176,0.087628,0.030350,0.053855,-0.010611,0.155175,-0.015289,0.083064,-0.097213,0.021222,-0.005791,0.055909,0.003480,-0.004222,0.053398,0.079413,-0.111361,-0.013064,-0.056593,0.011581,0.036055,-0.013178,-0.022021,0.008329,-0.057506,-0.024874,0.012551,-0.014548,-0.026129,-0.023390,-0.017457,0.058875,0.026243,0.070742,0.020081,-0.097213,-0.022363,0.013007,0.084890,0.103146,-0.016887,-0.039250,-0.000017,-0.044499,-0.058419,-0.091279,-0.070285,-0.019397,0.061614,0.054996,0.008957,0.025786,-0.044042,-0.050888,0.034230,-0.053855,0.041760,-0.065721,0.068003,0.020994,-0.005163,-0.007588,0.001897,0.017571,-0.032632,-0.025558,0.010155,-0.044270,0.019853,0.008500,-0.008101,0.021679,-0.066634,0.093105,0.051801,0.012095,-0.033089,-0.025901,0.161564,0.075305,-0.114099,-0.121402,-0.045411,0.037425,-0.041076,-0.033773,0.066634,-0.039935,-0.148785,0.038794,0.029666,0.076675,-0.089910,-0.054996,-0.025330,-0.073023,-0.056821,-0.023162,0.056137,-0.017914,0.025786,-0.004193,0.020196,0.032404,0.041760,0.118663,0.077131,0.076675,-0.066178,0.021451,0.092192,-0.041989,0.018256,-0.070742,-0.004022,-0.054996,-0.092192,-0.052714,0.060701,0.091736,0.000731,0.018370,0.101776,-0.067090,0.028183,-0.063439,0.054311,-0.007473,0.130529,0.068460,-0.055909,0.082608,0.060244,-0.069829,0.032404,-0.080782,0.043130,0.006218,-0.093561,-0.045640,-0.077131,-0.115012,-0.011011,-0.099038,0.086259,-0.008672,0.101320,0.023619,0.009470,0.198989,0.060244,-0.012950,0.060701,-0.054083,-0.009584,0.069829,0.003651,-0.095843,-0.037653,-0.125053,-0.010725,-0.038337,0.040391,0.035599,-0.017115,0.024417,-0.057050,-0.006732,-0.125966,0.039478,-0.011809,-0.013863,-0.078957,0.090367,-0.050660,0.009071,-0.084433,0.090367,-0.033089,0.027384,-0.047465,-0.061614,0.035143,-0.035827,0.001576,-0.040163,0.058419,0.013692,0.079869,-0.043814,-0.051116,-0.011695,0.099038,-0.020766,0.028639,0.012266,-0.083064,0.057506,-0.034686,-0.078500,-0.050888,-0.000423,-0.034458,0.025672,0.028183,0.039250,0.042901,-0.062070,0.057050,-0.004108,0.055680,-0.090823,-0.031035,-0.096756,0.034458,0.041760,0.008500,-0.056365,-0.012209,0.012494,0.036284,-0.038794,0.031720,-0.016544,0.145134,-0.011353,-0.066178,-0.097213,-0.002139,-0.030579,-0.023162,0.104058,0.071654,-0.064808,-0.024531,0.019853,-0.111361,0.073023,0.000273,-0.056365,-0.043130,-0.020766,0.016887,-0.008729,-0.038566,-0.038566,-0.018940,0.005562,0.079413,-0.013121,0.001419,0.043586,-0.039707,0.007359,0.032861,0.007588,-0.010611,0.016430,0.115468,-0.012494,S
-0.026973,0.049990,0.040100,0.030570,-0.047113,-0.083797,0.055745,-0.016813,-0.024096,0.012677,-0.051789,-0.008676,0.090630,-0.099981,-0.069052,-0.043697,-0.023916,0.012947,0.005237,-0.047473,0.083078,-0.120121,0.007418,-0.006204,0.029311,0.056104,-0.015195,0.018252,-0.024636,0.140980,-0.019061,-0.061139,-0.155366,-0.043337,0.073367,-0.018971,-0.022747,0.059701,0.128033,0.077683,0.055025,0.010924,-0.000284,0.015285,0.039381,0.059701,-0.059341,0.085955,-0.053587,0.022118,0.033627,0.048552,-0.034526,0.044236,0.002371,0.104297,-0.139542,-0.047833,0.123717,-0.071209,0.005597,0.041539,-0.025714,-0.019061,-0.056824,-0.013487,-0.012677,-0.056104,0.056104,0.045675,-0.133787,-0.008676,0.023017,0.013666,0.045675,-0.083437,0.053947,0.033087,-0.040460,0.075885,0.037763,-0.069052,0.005507,0.004698,-0.081279,-0.071569,-0.009486,-0.029311,0.009755,0.007373,0.027513,-0.004630,-0.097104,-0.027693,-0.035425,-0.027153,0.010070,-0.038482,0.047833,0.044236,-0.089911,-0.034346,-0.038482,0.026973,0.013846,0.041179,-0.004428,-0.087034,0.024456,0.024096,-0.030390,-0.027333,-0.033806,-0.015734,0.020230,0.037763,-0.009665,-0.013217,0.008991,0.052508,-0.041719,-0.039201,-0.073367,0.079122,-0.056824,0.018971,-0.026614,0.021129,-0.125875,-0.029491,-0.050710,0.117963,0.012498,0.043876,-0.081279,-0.002652,-0.042618,0.027153,-0.015555,0.010070,0.109332,-0.044596,0.022388,0.071209,0.035964,0.065455,0.070490,0.047833,-0.032548,-0.031469,0.103577,-0.105016,0.085955,-0.032548,-0.004473,-0.082718,-0.121559,-0.030390,0.057903,0.026074,-0.075165,0.009935,0.006743,0.004203,0.010295,-0.102139,0.029311,0.033447,-0.017712,0.047473,-0.057543,0.076964,0.057903,-0.011868,0.089911,-0.111489,0.025894,-0.038662,-0.020500,-0.149612,-0.014745,-0.035785,0.041719,-0.049631,0.093507,-0.044596,0.090270,0.062938,0.018612,0.014835,-0.003394,-0.042618,-0.071209,0.009800,-0.048192,0.090990,-0.042438,-0.212909,-0.059341,-0.087753,0.001354,-0.032907,0.019331,0.018612,-0.115805,0.006474,-0.030750,-0.181980,-0.062218,0.061139,-0.092788,-0.015734,-0.004630,0.115086,-0.005530,-0.025714,-0.031649,0.068692,0.011104,0.023377,-0.015105,0.039381,-0.058982,0.029850,0.016544,-0.058262,-0.031289,0.023017,0.049631,-0.032907,-0.033087,0.025714,0.089551,-0.049271,0.035065,0.032907,-0.120121,0.036324,0.016004,-0.065095,0.011509,-0.037223,-0.046754,-0.001630,0.038302,-0.012947,-0.099262,-0.014116,0.049271,-0.098542,0.005013,-0.036863,0.064017,-0.006698,-0.017623,0.080560,0.057903,-0.064736,-0.035605,0.067613,0.009665,-0.031289,0.132349,-0.025714,0.080920,0.031469,-0.109332,-0.069411,0.067253,0.068332,-0.116524,0.039561,0.008137,-0.034706,-0.002338,0.021848,-0.032907,-0.041359,0.010115,-0.015734,0.020590,0.020949,0.079841,-0.019870,-0.014566,0.014476,-0.034346,0.064736,0.004293,0.069771,0.051789,0.032188,0.056104,0.029311,0.002338,-0.013936,-0.067613,0.050710,0.034526,-0.029311,S
-0.055473,0.061402,0.116875,0.121956,0.025619,-0.088926,-0.027101,-0.032183,0.060978,0.018209,-0.034512,-0.044887,0.145670,0.030066,0.004870,0.073682,-0.087232,0.063942,-0.006299,0.048063,0.013233,-0.039170,0.004790,-0.026678,0.018632,0.023608,-0.096549,-0.031548,-0.018315,-0.035571,0.059284,-0.037900,-0.055897,-0.015350,0.085539,0.051238,0.000867,-0.067753,0.021491,0.144823,-0.037900,-0.037476,0.047004,0.058437,0.066483,0.088503,-0.025302,0.055473,-0.060131,0.038111,0.052297,0.038958,0.028583,0.034300,0.068600,0.010004,-0.116875,-0.023925,-0.085115,0.026043,0.022761,0.030701,-0.049968,0.018526,0.051238,0.015245,-0.004499,-0.008681,-0.017150,-0.008840,0.002964,0.040440,-0.029854,-0.049756,0.089773,-0.092737,0.013180,0.054626,0.000880,0.004790,0.028795,-0.106712,0.030912,-0.102054,-0.006272,-0.000506,-0.103324,-0.046369,-0.015456,0.033453,0.058014,-0.034512,0.041922,-0.100783,-0.007993,-0.008787,-0.029219,-0.068600,0.048486,0.025513,0.108405,0.096972,-0.002885,-0.052297,-0.074105,0.006775,0.022867,-0.020961,-0.044887,-0.003322,-0.008205,0.052721,-0.049968,0.127885,0.104594,0.043828,-0.007940,-0.108405,0.051662,0.012651,-0.092314,-0.003811,-0.091467,-0.008946,-0.013974,-0.004446,0.030489,-0.038323,-0.073258,-0.022973,0.038111,-0.003943,-0.052297,0.028160,-0.025725,-0.029007,0.041287,0.007569,-0.014503,-0.008099,0.016303,-0.100360,-0.077069,0.087656,0.035359,-0.047851,-0.003546,0.004155,0.000061,0.027313,-0.012386,0.035147,0.060555,-0.024349,0.004208,-0.064789,-0.013974,-0.094431,0.079187,0.015562,-0.010322,-0.049121,0.075799,-0.145670,0.011539,-0.043405,0.060555,-0.048486,0.084268,0.037688,-0.057590,0.089773,0.050392,-0.134660,0.048698,-0.093161,0.057590,-0.005346,-0.051874,-0.119415,-0.073258,-0.101207,0.033453,-0.037688,-0.005717,0.053144,-0.066060,-0.000159,0.072835,0.164302,0.078763,-0.014927,0.015880,-0.007305,-0.134660,0.043616,-0.048486,0.060131,-0.051874,-0.160914,-0.131272,0.001648,0.060555,-0.010586,-0.019373,0.043828,-0.006140,-0.055473,-0.063519,-0.117721,0.013445,0.049756,-0.014715,0.025196,-0.019691,0.089350,-0.058861,0.079187,-0.009369,0.084692,0.037476,-0.022126,-0.001131,-0.045734,0.020855,-0.058437,0.094008,0.009422,0.020008,-0.032395,-0.056320,-0.020114,0.065636,0.046580,-0.011328,0.080881,-0.021067,-0.035359,-0.012915,-0.025937,0.029007,-0.043193,-0.065636,-0.019585,0.064366,-0.025196,0.040652,-0.060131,-0.042346,-0.035571,0.016091,-0.118568,0.069871,-0.023396,-0.006140,-0.129578,0.062672,-0.016091,0.011751,-0.040440,0.008522,0.000463,0.026466,0.069871,0.023820,0.103747,-0.005002,0.026784,-0.113487,0.031336,-0.032606,0.013074,0.050392,-0.028372,-0.040229,-0.022337,-0.075799,-0.051874,0.004182,-0.015562,-0.085115,-0.102477,0.052932,0.039805,-0.053356,-0.031759,-0.026572,-0.023502,0.087656,-0.017574,0.001310,-0.065213,-0.091467,-0.015774,0.001383,-0.044463,-0.102900,0.002369,0.061402,0.068600,G
